start_station_id,start_station_name,start_date,subscriber_type,landmark,name
22,Redwood City Caltrain Station,2016-03-17 07:30:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-17 07:57:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-17 08:22:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-17 09:20:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-03-17 17:11:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-03-17 18:07:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-18 07:31:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-18 07:57:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-03-18 08:13:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-03-18 09:00:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-18 14:58:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-03-18 16:08:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-03-18 16:59:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-03-18 17:07:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-03-18 17:49:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
83,Mezes,2016-03-18 20:35:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-03-18 20:49:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-21 06:18:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-21 07:49:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-21 08:23:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-21 11:01:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-03-21 17:11:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-03-21 18:21:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-03-21 18:32:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-03-22 07:56:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-03-22 08:14:00.000000 UTC,Subscriber,Redwood City,Mezes Park
25,Stanford in Redwood City,2016-03-22 09:26:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-03-22 16:32:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-03-22 17:09:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-03-23 07:55:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-23 09:00:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-03-23 17:05:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-03-23 17:08:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-03-23 17:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-03-23 18:34:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-03-24 05:45:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-24 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-24 07:56:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-03-24 08:22:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-03-24 08:23:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-24 15:21:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-03-24 16:05:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-03-24 16:35:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-03-24 17:10:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-03-24 17:18:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-03-24 17:53:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-03-24 18:09:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-03-25 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-25 07:57:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-03-25 08:21:00.000000 UTC,Subscriber,Redwood City,Mezes Park
25,Stanford in Redwood City,2016-03-25 16:29:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-03-25 17:06:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-03-25 17:12:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-03-26 16:08:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-28 06:15:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-28 08:00:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-03-28 08:22:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-03-28 12:56:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-03-28 16:34:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-03-28 17:08:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-03-28 18:07:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-03-28 18:12:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-03-29 07:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-29 07:57:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-03-29 08:20:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-03-29 08:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-29 08:35:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-03-29 16:07:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-03-29 17:09:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-03-30 07:56:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-30 09:00:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-30 10:37:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-03-30 11:59:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-03-30 17:11:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-03-30 17:13:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-03-31 07:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-03-31 07:54:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-03-31 08:19:00.000000 UTC,Subscriber,Redwood City,Mezes Park
25,Stanford in Redwood City,2016-03-31 16:33:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-03-31 17:20:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-03-31 18:13:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
